Player,Player_ID,Player_NFL_Link,Player_NCAA_Link
Mike Samples,,http://www.pro-football-reference.com,
Alan Spencer,,http://www.pro-football-reference.com,
Garry Puetz,PuetGa20,http://www.pro-football-reference.com/players/P/PuetGa20.htm,
Tom Ramsey,,http://www.pro-football-reference.com,
Boobie Clark,ClarBo00,http://www.pro-football-reference.com/players/C/ClarBo00.htm,
Ron Lumpkin,LumpRo20,http://www.pro-football-reference.com/players/L/LumpRo20.htm,
Tom Scott,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/tom-scott-1.html
Larry Pettus,,http://www.pro-football-reference.com,
Stan Simmons,,http://www.pro-football-reference.com,
Jim Arneson,ArneJi20,http://www.pro-football-reference.com/players/A/ArneJi20.htm,
Larry McCarren,McCaLa00,http://www.pro-football-reference.com/players/M/McCaLa00.htm,
Jim Krapf,,http://www.pro-football-reference.com,
Willie Lee,,http://www.pro-football-reference.com,
Ernie Webster,,http://www.pro-football-reference.com,
Mike Mullen,,http://www.pro-football-reference.com,
Willie Martin,,http://www.pro-football-reference.com,
Richard Watkins,,http://www.pro-football-reference.com,
Stan Davis,DaviSt02,http://www.pro-football-reference.com/players/D/DaviSt02.htm,
Alan Lowry,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/alan-lowry-1.html
Ed Robinson,,http://www.pro-football-reference.com,
Alfred Reese,,http://www.pro-football-reference.com,
Ed Smith,SmitEd22,http://www.pro-football-reference.com/players/S/SmitEd22.htm,
John Cieszkowski,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/john-cieszkowski-1.html
Ed White,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/ed-white-2.html
Tom Pierantozzi,,http://www.pro-football-reference.com,
Rod Milburn,,http://www.pro-football-reference.com,
Ron Just,,http://www.pro-football-reference.com,
Robert Parrish,,http://www.pro-football-reference.com,
Chris Stecher,,http://www.pro-football-reference.com,
Brooks West,,http://www.pro-football-reference.com,
Clifton Davis,,http://www.pro-football-reference.com,
Paul Metallo,,http://www.pro-football-reference.com,
Alan Kelso,,http://www.pro-football-reference.com,
John Moss,,http://www.pro-football-reference.com,
John Smith,,http://www.pro-football-reference.com,
Tim Alderson,,http://www.pro-football-reference.com,
Jim Romaniszyn,RomaJi20,http://www.pro-football-reference.com/players/R/RomaJi20.htm,
Clint Spearman,,http://www.pro-football-reference.com,
Rick Fergerson,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/rick-fergerson-1.html
Dennis Johnson,JohnDe23,http://www.pro-football-reference.com/players/J/JohnDe23.htm,
Joe Booker,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/joe-booker-1.html
Ron Lou,LouxRo20,http://www.pro-football-reference.com/players/L/LouxRo20.htm,
Ralph Sacra,,http://www.pro-football-reference.com,
Paul Fersen,FersPa20,http://www.pro-football-reference.com/players/F/FersPa20.htm,
Ray Hamilton,HamiRa21,http://www.pro-football-reference.com/players/H/HamiRa21.htm,
Tony Adams,AdamTo00,http://www.pro-football-reference.com/players/A/AdamTo00.htm,
Merv Krakau,KrakMe20,http://www.pro-football-reference.com/players/K/KrakMe20.htm,
Dave Juenger,JuenDa20,http://www.pro-football-reference.com/players/J/JuenDa20.htm,
Dan Peiffer,PeifDa20,http://www.pro-football-reference.com/players/P/PeifDa20.htm,
Ed Williams,,http://www.pro-football-reference.com,
John Hufnagel,HufnJo00,http://www.pro-football-reference.com/players/H/HufnJo00.htm,http://www.sports-reference.com/cfb/players/john-hufnagel-1.html
Walter Rhone,,http://www.pro-football-reference.com,
Joe Schwartz,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/joe-schwartz-1.html
John Madeya,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/john-madeya-1.html
Eddie Bishop,,http://www.pro-football-reference.com,
Brian Kelley,KellBr20,http://www.pro-football-reference.com/players/K/KellBr20.htm,
Albert White,,http://www.pro-football-reference.com,
Hurles Scales,ScalHu20,http://www.pro-football-reference.com/players/S/ScalHu20.htm,
Jay Corey,,http://www.pro-football-reference.com,
Dennis Morrison,MorrDe00,http://www.pro-football-reference.com/players/M/MorrDe00.htm,http://www.sports-reference.com/cfb/players/dennis-morrison-2.html
James Anderson,,http://www.pro-football-reference.com,
Robert Popelka,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/robert-popelka-1.html
Bob Thornton,,http://www.pro-football-reference.com,
Bruce Polen,,http://www.pro-football-reference.com,
Roger Cowan,,http://www.pro-football-reference.com,
Herb Marshall,,http://www.pro-football-reference.com,
Greg Boyd,BoydGr21,http://www.pro-football-reference.com/players/B/BoydGr21.htm,
Roger Goree,,http://www.pro-football-reference.com,
Mike Evenson,,http://www.pro-football-reference.com,
Ken Schlezes,,http://www.pro-football-reference.com,
Condie Pugh,,http://www.pro-football-reference.com,
Joe Rizzo,RizzJo20,http://www.pro-football-reference.com/players/R/RizzJo20.htm,
Don Rives,RiveDo20,http://www.pro-football-reference.com/players/R/RiveDo20.htm,
Mel Parker,,http://www.pro-football-reference.com,
Gary Parris,ParrGa00,http://www.pro-football-reference.com/players/P/ParrGa00.htm,
Calvin Jones,JoneCa20,http://www.pro-football-reference.com/players/J/JoneCa20.htm,
Jackie Brown,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/jackie-brown-2.html
Jerry Bond,,http://www.pro-football-reference.com,
Thomas Gage,,http://www.pro-football-reference.com,
Tony Chandler,,http://www.pro-football-reference.com,
Mahlon Williams,,http://www.pro-football-reference.com,
Vince O'Neil,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/vince-oneil-1.html
Ted McNulty,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/ted-mcnulty-2.html
Carl Schaukowitch,SchaCa20,http://www.pro-football-reference.com/players/S/SchaCa20.htm,
Mike Bettiga,BettMi20,http://www.pro-football-reference.com/players/B/BettMi20.htm,
Dan Hansen,,http://www.pro-football-reference.com,
Dave Sullivan,SullDa00,http://www.pro-football-reference.com/players/S/SullDa00.htm,http://www.sports-reference.com/cfb/players/dave-sullivan-1.html
Walt Baisy,,http://www.pro-football-reference.com,
Reggie Echols,,http://www.pro-football-reference.com,
Dave Leffers,,http://www.pro-football-reference.com,
Charles Cross,,http://www.pro-football-reference.com,
Bill Palmer,,http://www.pro-football-reference.com,
Tim Dameron,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/tim-dameron-1.html
Frank Dowsing,,http://www.pro-football-reference.com,
Howard Stevens,StevHo00,http://www.pro-football-reference.com/players/S/StevHo00.htm,http://www.sports-reference.com/cfb/players/howard-stevens-1.html
Kurt Matter,,http://www.pro-football-reference.com,
Mike Kutter,,http://www.pro-football-reference.com,
Bill Hart,,http://www.pro-football-reference.com,
Jim Hann,,http://www.pro-football-reference.com,
Joe Petty,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/joe-petty-1.html
Oliver Ross,RossOl00,http://www.pro-football-reference.com/players/R/RossOl00.htm,
Marty Januszkiewicz,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/marty-januszkiewicz-1.html
Ken Muhlbeier,,http://www.pro-football-reference.com,
Fuller Cherry,,http://www.pro-football-reference.com,
Larry Smiley,,http://www.pro-football-reference.com,
John Cerwinski,,http://www.pro-football-reference.com,
Rufus Ferguson,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/rufus-ferguson-1.html
Harry Unger,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/harry-unger-1.html
Ben Nitka,,http://www.pro-football-reference.com,
Wilbur Grooms,,http://www.pro-football-reference.com,
Larry Nickels,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/larry-nickels-1.html
Mike Oven,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/mike-oven-1.html
John Conley,,http://www.pro-football-reference.com,
Keith Pretty,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/keith-pretty-1.html
George Greenfield,,http://www.pro-football-reference.com,
Jerry Gadlin,,http://www.pro-football-reference.com,
Glen Nardi,,http://www.pro-football-reference.com,
Mike Wedman,,http://www.pro-football-reference.com,
James Jackson,,http://www.pro-football-reference.com,
Randy Braband,,http://www.pro-football-reference.com,
Bobby Garner,,http://www.pro-football-reference.com,
Greg Oliver,OlivGr00,http://www.pro-football-reference.com/players/O/OlivGr00.htm,
Eddie McAshan,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/eddie-mcashan-1.html
Eric Crone,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/eric-crone-1.html
Barry Darrow,DarrBa20,http://www.pro-football-reference.com/players/D/DarrBa20.htm,
John (Bad Dude) Stearns,,http://www.pro-football-reference.com,
Larry Roach,,http://www.pro-football-reference.com,
Kenneth Morgan,,http://www.pro-football-reference.com,
Guy Falkenhagen,,http://www.pro-football-reference.com,
Fred Henry,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/fred-henry-1.html
Jim Hodge,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/jim-hodge-1.html
Dave Winfield,,http://www.pro-football-reference.com,
John Billizon,,http://www.pro-football-reference.com,
Clayton Korver,,http://www.pro-football-reference.com,
Jim Foote,,http://www.pro-football-reference.com,
Wayne Estabrook,,http://www.pro-football-reference.com,
Bob Erickson,,http://www.pro-football-reference.com,
Earl Belgrave,,http://www.pro-football-reference.com,
Harold Sampson,,http://www.pro-football-reference.com,
Robert McClowry,,http://www.pro-football-reference.com,
Les Strayhorn,StraLe00,http://www.pro-football-reference.com/players/S/StraLe00.htm,
Mike Ryan,,http://www.pro-football-reference.com,
Mike Shannon,,http://www.pro-football-reference.com,
Jeff Davis,,http://www.pro-football-reference.com,
Charlie Wade,WadeCh00,http://www.pro-football-reference.com/players/W/WadeCh00.htm,
Too Tall Jones,JoneEd00,http://www.pro-football-reference.com/players/J/JoneEd00.htm,
Bo Matthews,MattBo00,http://www.pro-football-reference.com/players/M/MattBo00.htm,http://www.sports-reference.com/cfb/players/bo-matthews-1.html
John Hicks,HickJo20,http://www.pro-football-reference.com/players/H/HickJo20.htm,http://www.sports-reference.com/cfb/players/john-hicks-1.html
Waymond Bryant,BryaWa22,http://www.pro-football-reference.com/players/B/BryaWa22.htm,
John Dutton,DuttJo00,http://www.pro-football-reference.com/players/D/DuttJo00.htm,http://www.sports-reference.com/cfb/players/john-dutton-3.html
Carl Barzilauskas,BarzCa20,http://www.pro-football-reference.com/players/B/BarzCa20.htm,
J.V. Cain,CainJ.00,http://www.pro-football-reference.com/players/C/CainJ.00.htm,http://www.sports-reference.com/cfb/players/jv-cain-1.html
Ed O'Neil,ONeiEd20,http://www.pro-football-reference.com/players/O/ONeiEd20.htm,
Wilbur Jackson,JackWi01,http://www.pro-football-reference.com/players/J/JackWi01.htm,http://www.sports-reference.com/cfb/players/wilbur-jackson-1.html
Bill Sandifer,SandBi21,http://www.pro-football-reference.com/players/S/SandBi21.htm,
John Cappelletti,CappJo00,http://www.pro-football-reference.com/players/C/CappJo00.htm,http://www.sports-reference.com/cfb/players/john-cappelletti-1.html
Barty Smith,SmitBa00,http://www.pro-football-reference.com/players/S/SmitBa00.htm,
Rick Middleton,MiddRi20,http://www.pro-football-reference.com/players/M/MiddRi20.htm,http://www.sports-reference.com/cfb/players/rick-middleton-1.html
Randy Gradishar,GradRa00,http://www.pro-football-reference.com/players/G/GradRa00.htm,http://www.sports-reference.com/cfb/players/randy-gradishar-1.html
Don Goode,GoodDo20,http://www.pro-football-reference.com/players/G/GoodDo20.htm,
Woody Green,GreeWo00,http://www.pro-football-reference.com/players/G/GreeWo00.htm,http://www.sports-reference.com/cfb/players/woody-green-1.html
Fred McNeill,McNeFr21,http://www.pro-football-reference.com/players/M/McNeFr21.htm,
Reuben Gant,GantRe00,http://www.pro-football-reference.com/players/G/GantRe00.htm,http://www.sports-reference.com/cfb/players/reuben-gant-1.html
Henry Lawrence,LawrHe00,http://www.pro-football-reference.com/players/L/LawrHe00.htm,
Dave Gallagher,GallDa20,http://www.pro-football-reference.com/players/G/GallDa20.htm,http://www.sports-reference.com/cfb/players/dave-gallagher-1.html
Lynn Swann,SwanLy00,http://www.pro-football-reference.com/players/S/SwanLy00.htm,http://www.sports-reference.com/cfb/players/lynn-swann-1.html
Charley Young,YounCh01,http://www.pro-football-reference.com/players/Y/YounCh01.htm,http://www.sports-reference.com/cfb/players/charlie-young-1.html
Bill Kollar,KollBi20,http://www.pro-football-reference.com/players/K/KollBi20.htm,
Roger Carr,CarrRo00,http://www.pro-football-reference.com/players/C/CarrRo00.htm,
Steve Riley,RileSt20,http://www.pro-football-reference.com/players/R/RileSt20.htm,
Don Reese,ReesDo20,http://www.pro-football-reference.com/players/R/ReesDo20.htm,
Doug Allen,AlleDo20,http://www.pro-football-reference.com/players/A/AlleDo20.htm,
Tom Mullen,MullTo20,http://www.pro-football-reference.com/players/M/MullTo20.htm,
John Holland,HollJo00,http://www.pro-football-reference.com/players/H/HollJo00.htm,
Steve Corbett,CorbSt20,http://www.pro-football-reference.com/players/C/CorbSt20.htm,
Gordie Browne,BrowGo21,http://www.pro-football-reference.com/players/B/BrowGo21.htm,
Fred Cook,CookFr20,http://www.pro-football-reference.com/players/C/CookFr20.htm,
Greg Kindle,KindGr20,http://www.pro-football-reference.com/players/K/KindGr20.htm,
Steve Nelson,NelsSt00,http://www.pro-football-reference.com/players/N/NelsSt00.htm,
Keith Fahnhorst,FahnKe00,http://www.pro-football-reference.com/players/F/FahnKe00.htm,http://www.sports-reference.com/cfb/players/keith-fahnhorst-1.html
Paul Seal,SealPa00,http://www.pro-football-reference.com/players/S/SealPa00.htm,http://www.sports-reference.com/cfb/players/paul-seal-1.html
Ed Shuttlesworth,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/ed-shuttlesworth-1.html
Andre Tillman,TillAn00,http://www.pro-football-reference.com/players/T/TillAn00.htm,http://www.sports-reference.com/cfb/players/andre-tillman-1.html
Billy Howard,HowaBi20,http://www.pro-football-reference.com/players/H/HowaBi20.htm,
Billy Corbett,,http://www.pro-football-reference.com,
Charlie Getty,GettCh20,http://www.pro-football-reference.com/players/G/GettCh20.htm,
Carl Wafer,WafeCa20,http://www.pro-football-reference.com/players/W/WafeCa20.htm,
Mark Markovich,MarkMa20,http://www.pro-football-reference.com/players/M/MarkMa20.htm,
Gerald Tinker,TinkGe00,http://www.pro-football-reference.com/players/T/TinkGe00.htm,
Dave Casper,CaspDa00,http://www.pro-football-reference.com/players/C/CaspDa00.htm,http://www.sports-reference.com/cfb/players/dave-casper-1.html
Jack Lambert,LambJa00,http://www.pro-football-reference.com/players/L/LambJa00.htm,http://www.sports-reference.com/cfb/players/jack-lambert-1.html
Benny Malone,MaloBe00,http://www.pro-football-reference.com/players/M/MaloBe00.htm,http://www.sports-reference.com/cfb/players/benny-malone-1.html
Charlie Davis,DaviCh00,http://www.pro-football-reference.com/players/D/DaviCh00.htm,http://www.sports-reference.com/cfb/players/charlie-davis-1.html
Delvin Williams,WillDe01,http://www.pro-football-reference.com/players/W/WillDe01.htm,http://www.sports-reference.com/cfb/players/delvin-williams-1.html
Bill Simpson,SimpBi20,http://www.pro-football-reference.com/players/S/SimpBi20.htm,
Matt Blair,BlaiMa00,http://www.pro-football-reference.com/players/B/BlaiMa00.htm,
Jeris White,WhitJe21,http://www.pro-football-reference.com/players/W/WhitJe21.htm,
Danny White,WhitDa01,http://www.pro-football-reference.com/players/W/WhitDa01.htm,http://www.sports-reference.com/cfb/players/danny-white-1.html
Wayne Wheeler,WheeWa00,http://www.pro-football-reference.com/players/W/WheeWa00.htm,http://www.sports-reference.com/cfb/players/wayne-wheeler-1.html
Rick Dvorak,DvorRi20,http://www.pro-football-reference.com/players/D/DvorRi20.htm,
Greg Horton,HortGr20,http://www.pro-football-reference.com/players/H/HortGr20.htm,
Glenn Robinson,RobiGl20,http://www.pro-football-reference.com/players/R/RobiGl20.htm,
Godwin Turk,TurkGo20,http://www.pro-football-reference.com/players/T/TurkGo20.htm,
Bill Rudder,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/bill-rudder-1.html
Steve George,GeorSt20,http://www.pro-football-reference.com/players/G/GeorSt20.htm,
Dave Lapham,LaphDa20,http://www.pro-football-reference.com/players/L/LaphDa20.htm,
Cliff Taylor,TaylCl00,http://www.pro-football-reference.com/players/T/TaylCl00.htm,
Mitch Sutton,SuttMi23,http://www.pro-football-reference.com/players/S/SuttMi23.htm,
Steve Craig,CraiSt00,http://www.pro-football-reference.com/players/C/CraiSt00.htm,http://www.sports-reference.com/cfb/players/steve-craig-1.html
Dexter Bussey,BussDe00,http://www.pro-football-reference.com/players/B/BussDe00.htm,
David Jaynes,JaynDa00,http://www.pro-football-reference.com/players/J/JaynDa00.htm,http://www.sports-reference.com/cfb/players/dave-jaynes-1.html
Robert Pratt,PratRo20,http://www.pro-football-reference.com/players/P/PratRo20.htm,
Claudie Minor,MinoCl20,http://www.pro-football-reference.com/players/M/MinoCl20.htm,
Kim McQuilken,McQuKi00,http://www.pro-football-reference.com/players/M/McQuKi00.htm,
Gary Marangi,MaraGa00,http://www.pro-football-reference.com/players/M/MaraGa00.htm,
Mo Spencer,SpenMo20,http://www.pro-football-reference.com/players/S/SpenMo20.htm,
Cal Peterson,PeteCa20,http://www.pro-football-reference.com/players/P/PeteCa20.htm,
Evan Jolitz,JoliEv20,http://www.pro-football-reference.com/players/J/JoliEv20.htm,
Roscoe Word,WordRo20,http://www.pro-football-reference.com/players/W/WordRo20.htm,
Mark van Eeghen,VanEMa00,http://www.pro-football-reference.com/players/V/VanEMa00.htm,
Al Oliver,,http://www.pro-football-reference.com,
Scott Anderson,AndeSc20,http://www.pro-football-reference.com/players/A/AndeSc20.htm,
Nat Moore,MoorNa00,http://www.pro-football-reference.com/players/M/MoorNa00.htm,http://www.sports-reference.com/cfb/players/nat-moore-1.html
Steve Manstedt,,http://www.pro-football-reference.com,
Carl Summerell,SummCa00,http://www.pro-football-reference.com/players/S/SummCa00.htm,
Harrison Davis,DaviHa00,http://www.pro-football-reference.com/players/D/DaviHa00.htm,http://www.sports-reference.com/cfb/players/harrison-davis-1.html
John Stallworth,StalJo00,http://www.pro-football-reference.com/players/S/StalJo00.htm,
Clint Haslerig,HaslCl20,http://www.pro-football-reference.com/players/H/HaslCl20.htm,http://www.sports-reference.com/cfb/players/clint-haslerig-1.html
Tony Bell,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/tony-bell-4.html
Durwood Keeton,KeetDu20,http://www.pro-football-reference.com/players/K/KeetDu20.htm,
Mike Townsend,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/mike-townsend-1.html
Mike Boryla,BoryMi00,http://www.pro-football-reference.com/players/B/BoryMi00.htm,http://www.sports-reference.com/cfb/players/mike-boryla-1.html
Rod McNeill,McNeRo00,http://www.pro-football-reference.com/players/M/McNeRo00.htm,http://www.sports-reference.com/cfb/players/rod-mcneill-1.html
Frank LeMaster,LeMaFr00,http://www.pro-football-reference.com/players/L/LeMaFr00.htm,http://www.sports-reference.com/cfb/players/frank-lemaster-1.html
Sammy Johnson,JohnSa00,http://www.pro-football-reference.com/players/J/JohnSa00.htm,http://www.sports-reference.com/cfb/players/sammy-johnson-2.html
Ike Harris,HarrIk00,http://www.pro-football-reference.com/players/H/HarrIk00.htm,http://www.sports-reference.com/cfb/players/ike-harris-1.html
Ozell Collier,,http://www.pro-football-reference.com,
Morris Bradshaw,BradMo00,http://www.pro-football-reference.com/players/B/BradMo00.htm,http://www.sports-reference.com/cfb/players/morris-bradshaw-1.html
Matt Herkenhoff,HerkMa20,http://www.pro-football-reference.com/players/H/HerkMa20.htm,
Carlester Crumpler,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/carlester-crumpler-2.html
Vince Kendrick,KendVi00,http://www.pro-football-reference.com/players/K/KendVi00.htm,http://www.sports-reference.com/cfb/players/vince-kendrick-1.html
Ken Hutcherson,HutcKe20,http://www.pro-football-reference.com/players/H/HutcKe20.htm,
Daryl White,WhitDa20,http://www.pro-football-reference.com/players/W/WhitDa20.htm,
Norris Weese,WeesNo00,http://www.pro-football-reference.com/players/W/WeesNo00.htm,http://www.sports-reference.com/cfb/players/norris-weese-1.html
Jimmy Allen,AlleJi20,http://www.pro-football-reference.com/players/A/AlleJi20.htm,
Andy Andrade,,http://www.pro-football-reference.com,
Frank Johnson,,http://www.pro-football-reference.com,
Richard Williams,WillRi20,http://www.pro-football-reference.com/players/W/WillRi20.htm,
Bill Stevenson,,http://www.pro-football-reference.com,
John Teerlinck,TeerJo20,http://www.pro-football-reference.com/players/T/TeerJo20.htm,
Gary Hayman,HaymGa00,http://www.pro-football-reference.com/players/H/HaymGa00.htm,http://www.sports-reference.com/cfb/players/gary-hayman-1.html
Don Clune,ClunDo00,http://www.pro-football-reference.com/players/C/ClunDo00.htm,
Jim Cagle,CaglJi20,http://www.pro-football-reference.com/players/C/CaglJi20.htm,
Henry Childs,ChilHe00,http://www.pro-football-reference.com/players/C/ChilHe00.htm,http://www.sports-reference.com/cfb/players/henry-childs-1.html
Gary Baccus,,http://www.pro-football-reference.com,
Steve Neils,NeilSt20,http://www.pro-football-reference.com/players/N/NeilSt20.htm,
Andy Johnson,JohnAn01,http://www.pro-football-reference.com/players/J/JohnAn01.htm,http://www.sports-reference.com/cfb/players/andy-johnson-1.html
Joel Parker,ParkJo00,http://www.pro-football-reference.com/players/P/ParkJo00.htm,http://www.sports-reference.com/cfb/players/joel-parker-1.html
Haskel Stanback,StanHa00,http://www.pro-football-reference.com/players/S/StanHa00.htm,http://www.sports-reference.com/cfb/players/haskel-stanback-1.html
Keith Krepfle,KrepKe00,http://www.pro-football-reference.com/players/K/KrepKe00.htm,http://www.sports-reference.com/cfb/players/keith-krepfle-1.html
Steve Odom,OdomSt00,http://www.pro-football-reference.com/players/O/OdomSt00.htm,
Carl Capria,CaprCa20,http://www.pro-football-reference.com/players/C/CaprCa20.htm,
Mark Ilgenfritz,IlgeMa20,http://www.pro-football-reference.com/players/I/IlgeMa20.htm,
Clyde Powers,PoweCl20,http://www.pro-football-reference.com/players/P/PoweCl20.htm,
Jim Ferguson,,http://www.pro-football-reference.com,
Terry Schmidt,SchmTe20,http://www.pro-football-reference.com/players/S/SchmTe20.htm,
Tim Guy,,http://www.pro-football-reference.com,
Pete Wessel,,http://www.pro-football-reference.com,
Charlie Battle,,http://www.pro-football-reference.com,
Mike Webster,WebsMi00,http://www.pro-football-reference.com/players/W/WebsMi00.htm,
John Kelsey,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/john-kelsey-1.html
Richard Bishop,BishRi20,http://www.pro-football-reference.com/players/B/BishRi20.htm,
Monroe Eley,EleyMo00,http://www.pro-football-reference.com/players/E/EleyMo00.htm,http://www.sports-reference.com/cfb/players/monroe-eley-1.html
Doug Nettles,NettDo20,http://www.pro-football-reference.com/players/N/NettDo20.htm,
Cleveland Vann,,http://www.pro-football-reference.com,
Jay Washington,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/jay-washington-1.html
Jim Pietrzak,PietJi20,http://www.pro-football-reference.com/players/P/PietJi20.htm,
Jesse Freitas,FreiJe00,http://www.pro-football-reference.com/players/F/FreiJe00.htm,http://www.sports-reference.com/cfb/players/jesse-freitas-1.html
Don Woods,WoodDo00,http://www.pro-football-reference.com/players/W/WoodDo00.htm,
Bill Wyman,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/bill-wyman-1.html
Randy Crowder,CrowRa20,http://www.pro-football-reference.com/players/C/CrowRa20.htm,
Wayne Jones,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/wayne-jones-2.html
Mike Raines,RainMi20,http://www.pro-football-reference.com/players/R/RainMi20.htm,
Willie Burden,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/willie-burden-1.html
Danny Rhodes,RhodDa20,http://www.pro-football-reference.com/players/R/RhodDa20.htm,
Chuck Ramsey,RamsCh20,http://www.pro-football-reference.com/players/R/RamsCh20.htm,http://www.sports-reference.com/cfb/players/chuck-ramsey-1.html
Ken Payne,PaynKe00,http://www.pro-football-reference.com/players/P/PaynKe00.htm,
Jim Davis,,http://www.pro-football-reference.com,
Jon Keyworth,KeywJo00,http://www.pro-football-reference.com/players/K/KeywJo00.htm,http://www.sports-reference.com/cfb/players/jon-keyworth-1.html
John Winesberry,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/john-winesberry-1.html
Billy Pritchett,PritBi00,http://www.pro-football-reference.com/players/P/PritBi00.htm,
Doyle Orange,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/doyle-orange-1.html
James McAlister,McAlJa00,http://www.pro-football-reference.com/players/M/McAlJa00.htm,http://www.sports-reference.com/cfb/players/james-mcalister-1.html
Jim Wolf,WolfJi20,http://www.pro-football-reference.com/players/W/WolfJi20.htm,
Rich Druschel,DrusRi20,http://www.pro-football-reference.com/players/D/DrusRi20.htm,
Jimmy Bright,,http://www.pro-football-reference.com,
Robin Sinclair,,http://www.pro-football-reference.com,
Bill Bryant,BryaBi21,http://www.pro-football-reference.com/players/B/BryaBi21.htm,
Booker Brown,BrowBo20,http://www.pro-football-reference.com/players/B/BrowBo20.htm,http://www.sports-reference.com/cfb/players/booker-brown-1.html
Mark Kellar,KellMa00,http://www.pro-football-reference.com/players/K/KellMa00.htm,
Bob Wolfe,,http://www.pro-football-reference.com,
Leonard Fairley,FairLe20,http://www.pro-football-reference.com/players/F/FairLe20.htm,
John Harvey,,http://www.pro-football-reference.com,
Marty Woolbright,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/marty-woolbright-1.html
Jack Ettinger,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/jack-ettinger-1.html
Noah Jackson,JackNo20,http://www.pro-football-reference.com/players/J/JackNo20.htm,
Burney Veazey,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/butch-veazey-1.html
Bob Herrick,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/bob-herrick-1.html
Carl Swierc,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/carl-swierc-1.html
Allen Sitterle,,http://www.pro-football-reference.com,
Kermit Johnson,JohnKe02,http://www.pro-football-reference.com/players/J/JohnKe02.htm,http://www.sports-reference.com/cfb/players/kermit-johnson-1.html
Willie Cullars,CullWi20,http://www.pro-football-reference.com/players/C/CullWi20.htm,
Bart Purvis,,http://www.pro-football-reference.com,
Efren Herrera,herreefr01,http://www.pro-football-reference.com/players/H/herreefr01.htm,
Dan Dickel,DickDa20,http://www.pro-football-reference.com/players/D/DickDa20.htm,
Gerry Sullivan,SullGe22,http://www.pro-football-reference.com/players/S/SullGe22.htm,
LeRoy Hegge,,http://www.pro-football-reference.com,
James Coode,,http://www.pro-football-reference.com,
Freddie Scott,ScotFr01,http://www.pro-football-reference.com/players/S/ScotFr01.htm,
Rod Garcia,,http://www.pro-football-reference.com,
Raymond Nester,,http://www.pro-football-reference.com,
Ken Sawyer,SawyKe20,http://www.pro-football-reference.com/players/S/SawyKe20.htm,
Maury Damkroger,DamkMa20,http://www.pro-football-reference.com/players/D/DamkMa20.htm,http://www.sports-reference.com/cfb/players/maury-damkroger-1.html
Scott Garske,,http://www.pro-football-reference.com,
Mike Varty,VartMi20,http://www.pro-football-reference.com/players/V/VartMi20.htm,
Fred Tabron,,http://www.pro-football-reference.com,
Joe Sullivan,,http://www.pro-football-reference.com,
Mike McCoy,,http://www.pro-football-reference.com,
Ezil Bibbs,,http://www.pro-football-reference.com,
